respondent_id,gender,age_group,education,occupation,usage_frequency,uses_mobile_banking,uses_internet_banking,uses_atm,uses_upi,q24_7_availability,q_saves_time,q_easy_access,q_reduced_branch_visits,q_feel_secure,q_security_features,q_trust_platform,q_speed_efficiency,q_user_friendly,q_grievance_resolution,q_overall_satisfaction,q_improved_experience
189,Female,36-45,Higher Secondary,Student,Daily,True,True,True,True,1,1,1,1,1,1,5,1,1,4,1,1
190,Male,Below 25,Higher Secondary,Salaried Employee,Monthly,True,False,True,False,2,5,1,2,1,2,1,1,1,5,4,1
191,Female,25-35,Higher Secondary,Student,Daily,True,False,True,True,1,1,1,1,1,1,1,1,1,1,1,5
192,Male,25-35,Higher Secondary,Salaried Employee,Daily,True,True,True,True,2,5,2,3,1,1,2,1,1,2,1,1
193,Male,Below 25,Postgraduate,Student,Daily,False,False,False,True,1,1,1,1,1,1,1,1,1,1,1,5
194,Female,Below 25,Graduate,Student,Weekly,True,True,True,False,1,1,1,2,1,2,1,2,2,1,1,1
195,Male,25-35,Higher Secondary,Student,Weekly,True,False,True,True,3,1,1,1,1,1,1,1,1,1,1,1
196,Male,Below 25,Graduate,Student,Weekly,True,True,True,True,1,1,1,1,1,1,3,4,1,1,1,1
197,Female,Below 25,Higher Secondary,Student,Weekly,True,False,True,False,1,1,1,1,1,1,1,1,1,1,1,1
198,Female,25-35,Higher Secondary,Student,Daily,False,False,True,True,5,1,5,1,1,1,1,1,1,5,1,5
199,Male,Below 25,Graduate,Student,Monthly,False,True,True,False,1,1,1,1,1,1,1,3,1,1,1,1
